eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Unknown,54.787715,-6.492314,4,0,,1,0,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),,0,,,Incendiary,,,,,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Unknown,54.787715,-6.492314,4,0,,1,0,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),,0,,,Incendiary,,,,,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,,1,0,Unknown,Business,Irish Republican Army (IRA),,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,19,0,El Salvador,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,,1,0,Assassination,Military,People's Liberation Forces (FPL),,0,,,Firearms,2,,,0,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Omagh,54.600305,-7.298402,1,0,,1,0,Assassination,Military,Guerrillas,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,19,0,Spain,Western Europe,Basque Country,Irun,43.338233,-1.789272,1,0,,1,0,Assassination,Business,Basque Fatherland and Freedom (ETA),,0,,,Unknown,1,,0,0,,0
1.97906E+11,1979,6,19,0,Ecuador,South America,Guayas,Guayaquil,-2.170832,-79.922359,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,0,,,0,,
1.97906E+11,1979,6,19,0,Israel,Middle East & North Africa,Central,Eli ezer,32.188269,34.906725,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Palestine Liberation Organization (PLO),,0,,,Explosives,,,,,,
1.97906E+11,1979,6,19,0,Italy,Western Europe,Sardinia,Cagliari,39.215409,9.109324,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Left-Wing Terrorists,,0,,,Incendiary,,,,,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Omagh,54.600305,-7.298402,1,0,,1,0,Assassination,Military,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97906E+11,1979,6,20,0,Iran,Middle East & North Africa,Khuzestan,Khorramshahr,30.442694,48.183987,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,20,0,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,1,0,Bombing/Explosion,Business,Palestine Liberation Organization (PLO),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,20,0,Israel,Middle East & North Africa,Haifa,Hadera,32.434788,34.92157,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Palestinians,,0,1,,Explosives,0,,,0,,
1.97906E+11,1979,6,20,0,Lebanon,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1,0,,1,0,Assassination,Journalists & Media,Unknown,,0,1,,Firearms,1,,,0,,
1.97906E+11,1979,6,20,0,Iran,Middle East & North Africa,Qazvin,Qazvin,36.275293,50.005437,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,20,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,1,0,Facility/Infrastructure Attack,Police,Revolutionary Workers' Council (Kakurokyo),,0,,,Incendiary,,,,,,
1.97906E+11,1979,6,20,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Armed Assault,Private Citizens & Property,Ulster Volunteer Force (UVF),,0,,,Firearms,1,,,,,
1.97906E+11,1979,6,20,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Hijacking,Airports & Aircraft,Serbian Nationalists,,0,1,,Explosives,0,0,0,0,0,0
1.97906E+11,1979,6,21,0,Chile,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1,0,,1,0,Assassination,Private Citizens & Property,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,21,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,21,0,Chile,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1,0,,1,0,Assassination,Police,Movement of the Revolutionary Left (MIR) (Chile),,0,2,,Firearms,1,,,,,
1.97906E+11,1979,6,21,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Assassination,Government (Diplomatic),Unknown,,0,2,,Firearms,1,,,1,,
1.97906E+11,1979,6,21,0,Gabon,Sub-Saharan Africa,Estuaire,Libreville,0.412811,9.460859,1,0,,1,0,Assassination,Business,Unknown,,0,,,Explosives,2,,,0,,
1.97906E+11,1979,6,22,0,United Kingdom,Western Europe,Northern Ireland,Coagh,54.647865,-6.618718,1,0,,1,0,Assassination,Police,Irish Republican Army (IRA),,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,22,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Assassination,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,22,0,Thailand,Southeast Asia,Surat Thani,Khian Sa district,8.769267,99.145615,3,0,,1,0,Assassination,Private Citizens & Property,Communists,,0,30,,Unknown,1,,,0,,
1.97906E+11,1979,6,22,0,United Kingdom,Western Europe,Northern Ireland,Ballycastle,55.201427,-6.252041,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Explosives,1,,,,,
1.97906E+11,1979,6,23,0,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,1,,,38,,
1.97906E+11,1979,6,23,0,Colombia,South America,Valle del Cauca,Tulua,4.085809,-76.197188,1,0,,1,0,Assassination,Private Citizens & Property,Unknown,,0,,,Firearms,1,,,3,,
1.97906E+11,1979,6,23,0,Namibia,Sub-Saharan Africa,Oshana,Ondangua,-17.905095,15.975806,1,1,,1,0,Armed Assault,Transportation,South-West Africa People's Organization (SWAPO),,0,,,Firearms,0,,,8,,
1.97906E+11,1979,6,24,0,Chile,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,24,0,Chile,South America,Bio Bio,Concepcion,-36.816006,-73.037659,1,0,,1,0,Bombing/Explosion,Journalists & Media,Unknown,,0,,,Explosives,0,,,2,,
1.97906E+11,1979,6,24,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,0,,0,0,Assassination,Private Citizens & Property,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,24,0,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,1,0,Bombing/Explosion,Transportation,Palestine Liberation Organization (PLO),,0,2,,Explosives,2,,2,3,,
1.97906E+11,1979,6,24,0,Spain,Western Europe,Aragon,Huesca district,42.140102,-0.408898,3,0,,1,0,Bombing/Explosion,Religious Figures/Institutions,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,24,0,Spain,Western Europe,Basque Country,Pasajes,43.32412,-1.929857,1,0,,1,0,Bombing/Explosion,Maritime,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,24,0,Nicaragua,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Assassination,Government (General),Sandinista National Liberation Front (FSLN),,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,24,0,Syria,Middle East & North Africa,Rif Dimashq,Zabandani,33.725571,36.104458,1,1,,1,0,Assassination,Military,Unknown,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,24,0,Colombia,South America,Cauca,Caldono,2.796196,-76.483134,1,0,,1,0,Armed Assault,Police,Revolutionary Armed Forces of Colombia (FARC),,0,,,Firearms,1,,1,0,,
1.97906E+11,1979,6,24,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,1,0,Facility/Infrastructure Attack,Police,Radicals,,0,,,Incendiary,,,,,,
1.97906E+11,1979,6,24,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,1,0,Armed Assault,Private Citizens & Property,Radicals,,0,,,Incendiary,,,,,,
1.97906E+11,1979,6,24,0,Thailand,Southeast Asia,Trang,Huai Yot district,7.773489,99.623,3,0,,1,0,Unknown,Government (General),Communists,,0,,,Unknown,9,,,6,,
1.97906E+11,1979,6,24,0,United Kingdom,Western Europe,Northern Ireland,Markethill,54.298121,-6.521291,1,0,,1,0,Assassination,Military,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97906E+11,1979,6,25,0,Belgium,Western Europe,Wallonia,Obourg,50.47334,4.00965,1,0,,0,0,Assassination,Military,Red Army Faction (RAF),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,25,0,Syria,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,1,0,,1,0,Assassination,Military,Unknown,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,25,0,Turkey,Middle East & North Africa,Manisa,Manisa,38.620999,27.428638,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,25,0,Turkey,Middle East & North Africa,Manisa,Manisa,38.620999,27.428638,1,0,,1,0,Assassination,Violent Political Party,Unknown,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,26,0,Israel,Middle East & North Africa,Central,Lod,31.951466,34.887821,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Palestinians,,0,,,Explosives,0,,,1,,
1.97906E+11,1979,6,26,0,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,1,0,,0,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,26,0,Namibia,Sub-Saharan Africa,Khomas,Windhoek,-22.567335,17.083271,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,,0,,,Explosives,1,,,5,,
1.97906E+11,1979,6,26,0,Spain,Western Europe,Andalusia,Torremolinos,36.621787,-4.500273,1,0,,1,0,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,26,0,France,Western Europe,Pyrenees-Atlantiques,Bayonne,43.492949,-1.474841,1,0,,1,0,Assassination,Terrorists/Non-State Militia,Unknown,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,26,0,Lebanon,Middle East & North Africa,Mount Lebanon,Dahr Al-Baidar,33.810264,35.768131,1,0,,0,0,Assassination,Government (General),Unknown,,0,,,Firearms,0,,,2,,
1.97906E+11,1979,6,26,0,Turkey,Middle East & North Africa,Manisa,Manisa,38.620999,27.428638,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,26,0,El Salvador,Central America & Caribbean,San Miguel,San Miguel,13.491242,-88.173134,1,0,,1,0,Armed Assault,Business,People's Revolutionary Army (ERP) (El Salvador),,0,8,,Firearms,2,,1,0,,
1.97906E+11,1979,6,26,0,Pakistan,South Asia,Islamabad Capital Territory,Islamabad,33.671638,73.056068,1,1,,1,0,Unarmed Assault,Government (Diplomatic),Unknown,,0,6,,Melee,0,,,2,,
1.97906E+11,1979,6,26,0,Syria,Middle East & North Africa,Unknown,Unknown,,,5,0,,1,0,Armed Assault,Military,Unknown,,0,,,Incendiary,,,,30,,
1.97906E+11,1979,6,26,0,Philippines,Southeast Asia,Maguindanao,Cotabato City,7.209594,124.241966,1,0,,1,0,Hostage Taking (Kidnapping),Unknown,Moro National Liberation Front (MNLF),,0,,,Unknown,6,,,0,,
1.97906E+11,1979,6,26,0,Israel,Middle East & North Africa,Southern,Beersheba,31.248484,34.787853,1,0,,0,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,27,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,0,Bombing/Explosion,Transportation,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,27,0,Spain,Western Europe,Andalusia,Fuengirola,36.539004,-4.624353,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,27,0,Turkey,Middle East & North Africa,Manisa,Manisa,38.620999,27.428638,1,0,,1,0,Assassination,Violent Political Party,Republican People's Party,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,27,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,1,0,Armed Assault,Airports & Aircraft,Radicals,,0,,,Sabotage Equipment,0,,,0,,
1.97906E+11,1979,6,28,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,28,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,28,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,0,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,28,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,0,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,28,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,0,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,28,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,0,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,28,0,Spain,Western Europe,Basque Country,Portugalete,43.320664,-3.020252,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,28,0,Rhodesia,Sub-Saharan Africa,Matabeleland South,Bulawayo,-20.128481,28.624771,1,0,,1,0,Assassination,Private Citizens & Property,Guerrillas,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,28,0,Spain,Western Europe,Basque Country,Portugalete,43.320664,-3.020252,1,0,,0,0,Unknown,Unknown,Basque Fatherland and Freedom (ETA),,0,5,,Unknown,0,,,1,,
1.97906E+11,1979,6,28,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,0,0,Facility/Infrastructure Attack,Business,Radicals,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,28,0,Namibia,Sub-Saharan Africa,Oshikoto,Owamboland,-18.623616,17.516841,3,0,,1,0,Bombing/Explosion,Transportation,South-West Africa People's Organization (SWAPO),,0,,,Explosives,5,,,8,,
1.97906E+11,1979,6,29,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,0,0,Facility/Infrastructure Attack,Tourists,Territorial Resistance Army,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,29,0,Mexico,North America,Federal,Mexico City,19.371887,-99.086624,1,0,,1,0,Assassination,Journalists & Media,Unknown,,0,,,Explosives,0,,0,0,,0
1.97906E+11,1979,6,29,0,Spain,Western Europe,Valencia,Benidorm,38.537043,-0.129077,1,0,,1,0,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Andalusia,Malaga,36.719648,-4.420016,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,,1,0,Bombing/Explosion,NGO,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Andalusia,Marbella,36.509937,-4.886352,1,0,,1,0,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,2,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Andalusia,Marbella,36.509937,-4.886352,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Andalusia,Marbella,36.509937,-4.886352,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Andalusia,Marbella,36.509937,-4.886352,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Andalusia,Marbella,36.509937,-4.886352,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,Spain,Western Europe,Valencia,Benidorm,38.537043,-0.129077,1,0,,1,0,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,0,,1,0,Bombing/Explosion,Military,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,29,0,El Salvador,Central America & Caribbean,La Libertad,Quezaltepeque,13.835,-89.274444,1,0,,1,0,Armed Assault,Unknown,People's Liberation Forces (FPL),,0,,,Firearms,2,,,0,,
1.97906E+11,1979,6,29,0,France,Western Europe,Val-de-Marne,Choisy-le Roi,48.762541,2.408876,1,0,,1,0,Assassination,Terrorists/Non-State Militia,Unknown,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,29,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Assassination,Terrorists/Non-State Militia,Unknown,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,29,0,Ecuador,South America,Guayas,Guayaquil,-2.170832,-79.922359,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,0,,,0,,
1.97906E+11,1979,6,30,0,France,Western Europe,Pyrenees-Atlantiques,Bayonne,43.492949,-1.474841,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,30,0,Pakistan,South Asia,Punjab,Rawalpindi,33.594013,73.069077,1,0,,0,0,Assassination,Government (General),Supporter of Bhutto,,0,2,,Melee,0,,,0,,
1.97906E+11,1979,6,30,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Left-Wing Terrorists,,0,4,,Firearms,2,,,0,,
1.97906E+11,1979,6,30,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,1,0,Armed Assault,Police,Unknown,,0,,,Firearms,,,,,,
1.97907E+11,1979,7,0,0,Rhodesia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,,0,,,Explosives,3,,,0,,
1.97907E+11,1979,7,0,0,Rhodesia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Bombing/Explosion,Business,Guerrillas,,0,,,Explosives,2,,0,0,,0
1.97907E+11,1979,7,0,0,Rhodesia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Unknown,Private Citizens & Property,Unknown,,0,,,Unknown,2,,,0,,
1.97907E+11,1979,7,0,0,Rhodesia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Armed Assault,Private Citizens & Property,Guerrillas,,0,,,Melee,3,,,0,,
1.97907E+11,1979,7,1,0,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,1,0,Bombing/Explosion,Business,Palestinians,,0,,,Explosives,0,,,0,,
1.97907E+11,1979,7,1,0,Israel,Middle East & North Africa,Tel Aviv,Bene Beraq,32.08297,34.811886,1,0,,1,0,Bombing/Explosion,Military,Palestine Liberation Organization (PLO),,0,,,Explosives,,,,,,
1.97907E+11,1979,7,1,0,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Palestinians,,0,,,Explosives,0,,,0,,
1.97907E+11,1979,7,1,0,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,,,,,,
1.97907E+11,1979,7,1,0,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,,,,,,
1.97907E+11,1979,7,1,0,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,0,0,Bombing/Explosion,Unknown,Unknown,,0,,,Explosives,0,,,0,,
1.97907E+11,1979,7,1,0,Spain,Western Europe,Valencia,Castellon de la Plana,39.986068,-0.036024,1,0,,1,0,Bombing/Explosion,Business,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97907E+11,1979,7,1,0,India,South Asia,Assam,Unknown,26.200604,92.937574,4,0,,1,0,Armed Assault,Government (General),Mizo National Front,,0,,,Firearms,2,,,2,,
1.97907E+11,1979,7,1,0,Namibia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Bombing/Explosion,Military,South-West Africa People's Organization (SWAPO),,0,,,Explosives,,,,,,
1.97907E+11,1979,7,1,0,Philippines,Southeast Asia,Lanao del Sur,Masiu,7.820747,124.326546,1,0,,1,0,Bombing/Explosion,Government (General),Moro National Liberation Front (MNLF),,0,100,,Explosives,2,,,5,,
1.97907E+11,1979,7,2,0,Spain,Western Europe,Valencia,Peniscola,40.360286,0.402852,1,0,,1,0,Bombing/Explosion,Tourists,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97907E+11,1979,7,2,0,France,Western Europe,Pyrenees-Atlantiques,Urrugne,43.362402,-1.700075,1,0,,1,0,Armed Assault,Transportation,Basque Justice,,0,,,Firearms,0,,,0,,
1.97907E+11,1979,7,2,0,India,South Asia,Mizoram,Aizawl,23.727107,92.717639,1,0,,1,0,Facility/Infrastructure Attack,Police,Mizo National Front,,0,,,Unknown,,,,,,
1.97907E+11,1979,7,2,0,India,South Asia,Mizoram,Aizawl,23.727107,92.717639,1,0,,1,0,Facility/Infrastructure Attack,Telecommunication,Mizo National Front,,0,,,Unknown,,,,,,
1.97907E+11,1979,7,3,0,Iran,Middle East & North Africa,Qom,Qom,34.640097,50.875948,1,0,,1,0,Bombing/Explosion,Police,Unknown,,0,,,Explosives,0,,,6,,
1.97907E+11,1979,7,3,0,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97907E+11,1979,7,3,0,Turkey,Middle East & North Africa,Balikesir,Gonen,40.103132,27.656268,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,1,,,0,,
1.97907E+11,1979,7,3,0,Turkey,Middle East & North Africa,Bursa,Bursa,40.183283,29.067141,1,0,,1,0,Assassination,Violent Political Party,Unknown,,0,,,Firearms,1,,,0,,
1.97907E+11,1979,7,3,0,Turkey,Middle East & North Africa,Gaziantep,Gaziantep,37.067631,37.37315,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,1,,,0,,
